source_id,feh,rv,tangential_velocity_kms,bp_rp,absolute_g_mag,known_candidate,hdbscan_label,optics_label,gmm_label,gmm_membership_probability
3084586177018216704,-0.613,50.82,39.026388625087904,1.1241817,0.3249949452891272,False,-1,0,0,0.9668992578838356
3084681971968295296,-0.077,1.04,54.37937900014892,0.67034817,3.5040375573013876,False,0,0,3,0.5674331622618611
3084407094061159680,-0.402,2.68,30.423809592649565,1.038662,6.051406925070726,False,-1,0,6,0.976959676550758
3084923417849996416,-0.138,-15.59,4.857192802712742,0.5845556,3.601463942229014,False,0,0,1,0.6117595218173522
3090628577527284736,-0.425,96.33,25.66271696215381,1.6109562,-0.9414122474901988,False,-1,0,7,0.9811714642814712
3084491614719697152,-0.375,103.52,52.12590475888895,1.5204296,-0.8191898948534195,False,-1,0,7,0.9941535736027831
3090642699379883648,-0.023,11.94,2.2790005386014216,0.77185726,4.215157202793314,False,0,0,1,0.7085541514608077
3083522326500645120,-0.329,38.27,30.1303256560586,1.16994,0.4553015109392753,False,1,0,0,0.9806690074179386
3083838642251987584,-0.29,14.43,2.403506789953713,0.6452589,2.682590807400217,False,0,0,4,0.6465942135421363
3084832433262845568,-0.22,17.75,41.639335065613025,0.6195917,3.2915545915459035,False,0,0,4,0.796657301021053
3084608682646794752,0.221,52.19,19.681442078937167,0.98671055,4.1831046630947775,False,0,0,1,0.7292640783774357
3089744531521258368,0.094,17.62,4.840505373498687,0.7190962,3.092706429032841,False,0,0,1,0.6570606816010471
3083766005764200704,-0.525,34.74,35.2254976919047,0.7441397,2.8401416383672924,False,0,0,2,0.6448582781378931
3083679320444212608,0.008,42.75,8.231338272653284,1.3178892,0.8584866586216258,False,-1,0,0,0.7224059271799965
3083675815749866112,-0.427,27.34,32.48085090941838,0.5745621,1.8046913820091923,False,-1,0,4,0.8502796485033935
3089799717558002432,-0.354,25.16,6.223847950822242,0.62183666,3.809806086623965,False,0,0,3,0.6641929646981474
3089541607202684800,0.017,16.1,8.455940809135402,0.82649326,3.9897553619340265,False,0,0,1,0.9233207627877559
3089800026795645696,-0.436,19.02,19.258010569117864,0.60157585,2.194918363213496,False,-1,0,4,0.7486126401736692
3083661522098579968,-0.102,48.32,26.62472280086826,1.2779589,0.9915555563217068,False,1,0,0,0.8577440073884224
3084438086545253376,-0.088,75.23,6.961579435074251,1.2568521,0.7580949665704644,False,-1,0,0,0.7826851889350233
3084466021012300032,-0.542,-2.46,26.982011509584705,0.65692043,4.004573881661475,False,-1,0,3,0.6790629160536561
3089490479911985792,0.07,-6.14,2.815651313896413,0.7423239,3.5569362242996014,False,0,0,1,0.832835049836939
3089888846718968192,0.18,26.98,2.8762874007371124,0.9908476,5.497720956322034,False,-1,0,6,0.7606221223210311
3089793910762240640,-0.148,32.98,61.99163580340653,1.2487593,0.3476622570961893,False,-1,0,0,0.6134008747625771
3090640947033247744,0.046,-10.87,18.59973464521643,0.9371748,5.229289220325782,False,0,0,1,0.7781289203619771
3087921339382549248,-0.039,56.61,22.66299886014401,0.818408,3.4383282041143843,False,0,0,2,0.9359990618760572
3084031095444397312,-0.389,-23.59,1.5991427319890363,0.77729416,4.814975217339292,False,-1,0,3,0.9665472304811484
3083651729573211904,0.315,38.29,12.39190033584921,0.8645334,3.95947548403481,False,0,0,1,0.8840284984941118
3084088304408525568,0.066,36.19,43.81571892411189,0.9110279,3.677648284800179,False,0,0,2,0.8690600261525051
3084522405342679168,-0.338,70.27,3.2278690118954416,1.3659191,-0.0735841672899582,False,-1,0,7,0.9953707389115455
3084555184534272384,-0.432,35.18,22.741452992209386,1.1858196,0.4568582268880483,False,1,0,0,0.9567234259541572
3087930307274938624,-0.415,71.32,64.97925106542503,0.63849163,3.111704167525131,False,-1,0,4,0.8117609849056504
3084119636192434176,-0.105,58.89,50.20871161267315,0.7530861,2.2304301094854715,False,0,0,2,0.6999592532691472
